index,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Year_range
454,Argentina,Sweet potatoes,1994,176667,591,30195,18.31,old
455,Argentina,Wheat,1994,20237,591,30195,18.17,old
456,Argentina,Wheat,1994,20237,591,30195,18.31,old
457,Argentina,Cassava,1995,100000,591,37842,17.74,old
458,Argentina,Cassava,1995,100000,591,37842,17.62,old
459,Argentina,Maize,1995,45223,591,37842,17.74,old
460,Argentina,Maize,1995,45223,591,37842,17.62,old
461,Argentina,Potatoes,1995,39530,591,37842,17.74,old
462,Argentina,Potatoes,1995,39530,591,37842,17.62,old
463,Argentina,"Rice, paddy",1995,50306,591,37842,17.74,old
464,Argentina,"Rice, paddy",1995,50306,591,37842,17.62,old
465,Argentina,Sorghum,1995,34588,591,37842,17.74,old
466,Argentina,Sorghum,1995,34588,591,37842,17.62,old
467,Argentina,Soybeans,1995,20446,591,37842,17.74,old
468,Argentina,Soybeans,1995,20446,591,37842,17.62,old
469,Argentina,Sweet potatoes,1995,168000,591,37842,17.74,old
470,Argentina,Sweet potatoes,1995,168000,591,37842,17.62,old
471,Argentina,Wheat,1995,21675,591,37842,17.74,old
472,Argentina,Wheat,1995,21675,591,37842,17.62,old
473,Argentina,Cassava,1996,100000,591,54595,17.64,old
474,Argentina,Cassava,1996,100000,591,54595,17.97,old
475,Argentina,Maize,1996,40397,591,54595,17.64,old
476,Argentina,Maize,1996,40397,591,54595,17.97,old
477,Argentina,Potatoes,1996,228877,591,54595,17.64,old
478,Argentina,Potatoes,1996,228877,591,54595,17.97,old
479,Argentina,"Rice, paddy",1996,51031,591,54595,17.64,old
480,Argentina,"Rice, paddy",1996,51031,591,54595,17.97,old
481,Argentina,Sorghum,1996,38763,591,54595,17.64,old
482,Argentina,Sorghum,1996,38763,591,54595,17.97,old
483,Argentina,Soybeans,1996,21051,591,54595,17.64,old
484,Argentina,Soybeans,1996,21051,591,54595,17.97,old
485,Argentina,Sweet potatoes,1996,170000,591,54595,17.64,old
486,Argentina,Sweet potatoes,1996,170000,591,54595,17.97,old
487,Argentina,Wheat,1996,19344,591,54595,17.64,old
488,Argentina,Wheat,1996,19344,591,54595,17.97,old
489,Argentina,Cassava,1997,100000,591,77691,18.29,old
490,Argentina,Cassava,1997,100000,591,77691,18.54,old
491,Argentina,Maize,1997,45557,591,77691,18.29,old
492,Argentina,Maize,1997,45557,591,77691,18.54,old
493,Argentina,Potatoes,1997,39530,591,77691,18.29,old
494,Argentina,Potatoes,1997,39530,591,77691,18.54,old
495,Argentina,"Rice, paddy",1997,53703,591,77691,18.29,old
496,Argentina,"Rice, paddy",1997,53703,591,77691,18.54,old
497,Argentina,Sorghum,1997,36845,591,77691,18.29,old
498,Argentina,Sorghum,1997,36845,591,77691,18.54,old
499,Argentina,Soybeans,1997,17212,591,77691,18.29,old
500,Argentina,Soybeans,1997,17212,591,77691,18.54,old
501,Argentina,Sweet potatoes,1997,145662,591,77691,18.29,old
502,Argentina,Sweet potatoes,1997,145662,591,77691,18.54,old
503,Argentina,Wheat,1997,22426,591,77691,18.29,old
504,Argentina,Wheat,1997,22426,591,77691,18.54,old
505,Argentina,Cassava,1998,100000,591,62397,17.23,old
506,Argentina,Cassava,1998,100000,591,62397,17.52,old
507,Argentina,Maize,1998,60780,591,62397,17.23,old
508,Argentina,Maize,1998,60780,591,62397,17.52,old
509,Argentina,Potatoes,1998,39530,591,62397,17.23,old
510,Argentina,Potatoes,1998,39530,591,62397,17.52,old
511,Argentina,"Rice, paddy",1998,47762,591,62397,17.23,old
512,Argentina,"Rice, paddy",1998,47762,591,62397,17.52,old
513,Argentina,Sorghum,1998,48105,591,62397,17.23,old
514,Argentina,Sorghum,1998,48105,591,62397,17.52,old
515,Argentina,Soybeans,1998,26937,591,62397,17.23,old
516,Argentina,Soybeans,1998,26937,591,62397,17.52,old
517,Argentina,Sweet potatoes,1998,175055,591,62397,17.23,old
518,Argentina,Sweet potatoes,1998,175055,591,62397,17.52,old
519,Argentina,Wheat,1998,26088,591,62397,17.23,old
520,Argentina,Wheat,1998,26088,591,62397,17.52,old
521,Argentina,Cassava,1999,100000,591,62831.39,17.15,old
522,Argentina,Cassava,1999,100000,591,62831.39,17.71,old
523,Argentina,Maize,1999,53702,591,62831.39,17.15,old
524,Argentina,Maize,1999,53702,591,62831.39,17.71,old
525,Argentina,Potatoes,1999,39530,591,62831.39,17.15,old
526,Argentina,Potatoes,1999,39530,591,62831.39,17.71,old
527,Argentina,"Rice, paddy",1999,57337,591,62831.39,17.15,old
528,Argentina,"Rice, paddy",1999,57337,591,62831.39,17.71,old
529,Argentina,Sorghum,1999,43845,591,62831.39,17.15,old
530,Argentina,Sorghum,1999,43845,591,62831.39,17.71,old
531,Argentina,Soybeans,1999,24450,591,62831.39,17.15,old
532,Argentina,Soybeans,1999,24450,591,62831.39,17.71,old
533,Argentina,Sweet potatoes,1999,143991,591,62831.39,17.15,old
534,Argentina,Sweet potatoes,1999,143991,591,62831.39,17.71,old
535,Argentina,Wheat,1999,23028,591,62831.39,17.15,old
536,Argentina,Wheat,1999,23028,591,62831.39,17.71,old
537,Argentina,Cassava,2000,100000,591,63265.78,16.98,old
538,Argentina,Cassava,2000,100000,591,63265.78,17.66,old
539,Argentina,Maize,2000,54329,591,63265.78,16.98,old
540,Argentina,Maize,2000,54329,591,63265.78,17.66,old
541,Argentina,Potatoes,2000,39530,591,63265.78,16.98,old
542,Argentina,Potatoes,2000,39530,591,63265.78,17.66,old
543,Argentina,"Rice, paddy",2000,47798,591,63265.78,16.98,old
544,Argentina,"Rice, paddy",2000,47798,591,63265.78,17.66,old
545,Argentina,Sorghum,2000,46477,591,63265.78,16.98,old
546,Argentina,Sorghum,2000,46477,591,63265.78,17.66,old
547,Argentina,Soybeans,2000,23312,591,63265.78,16.98,old
548,Argentina,Soybeans,2000,23312,591,63265.78,17.66,old
549,Argentina,Sweet potatoes,2000,151462,591,63265.78,16.98,old
550,Argentina,Sweet potatoes,2000,151462,591,63265.78,17.66,old
551,Argentina,Wheat,2000,24873,591,63265.78,16.98,old
552,Argentina,Wheat,2000,24873,591,63265.78,17.66,old
553,Argentina,Cassava,2001,100000,591,63700.17,17.71,medium
554,Argentina,Cassava,2001,100000,591,63700.17,18.42,medium
555,Argentina,Maize,2001,54553,591,63700.17,17.71,medium
556,Argentina,Maize,2001,54553,591,63700.17,18.42,medium
557,Argentina,Potatoes,2001,39530,591,63700.17,17.71,medium
558,Argentina,Potatoes,2001,39530,591,63700.17,18.42,medium
559,Argentina,"Rice, paddy",2001,57495,591,63700.17,17.71,medium
560,Argentina,"Rice, paddy",2001,57495,591,63700.17,18.42,medium
561,Argentina,Sorghum,2001,47429,591,63700.17,17.71,medium
562,Argentina,Sorghum,2001,47429,591,63700.17,18.42,medium
563,Argentina,Soybeans,2001,25846,591,63700.17,17.71,medium
564,Argentina,Soybeans,2001,25846,591,63700.17,18.42,medium
565,Argentina,Sweet potatoes,2001,155212,591,63700.17,17.71,medium
566,Argentina,Sweet potatoes,2001,155212,591,63700.17,18.42,medium
567,Argentina,Wheat,2001,24934,591,63700.17,17.71,medium
568,Argentina,Wheat,2001,24934,591,63700.17,18.42,medium
569,Argentina,Cassava,2002,100000,591,64134.56,17.58,medium
570,Argentina,Cassava,2002,100000,591,64134.56,18.07,medium
571,Argentina,Maize,2002,60791,591,64134.56,17.58,medium
572,Argentina,Maize,2002,60791,591,64134.56,18.07,medium
573,Argentina,Potatoes,2002,39530,591,64134.56,17.58,medium
574,Argentina,Potatoes,2002,39530,591,64134.56,18.07,medium
575,Argentina,"Rice, paddy",2002,57197,591,64134.56,17.58,medium
576,Argentina,"Rice, paddy",2002,57197,591,64134.56,18.07,medium
577,Argentina,Sorghum,2002,52691,591,64134.56,17.58,medium
578,Argentina,Sorghum,2002,52691,591,64134.56,18.07,medium
579,Argentina,Soybeans,2002,26304,591,64134.56,17.58,medium
580,Argentina,Soybeans,2002,26304,591,64134.56,18.07,medium
581,Argentina,Sweet potatoes,2002,155890,591,64134.56,17.58,medium
582,Argentina,Sweet potatoes,2002,155890,591,64134.56,18.07,medium
583,Argentina,Wheat,2002,22398,591,64134.56,17.58,medium
584,Argentina,Wheat,2002,22398,591,64134.56,18.07,medium
585,Argentina,Cassava,2004,100000,591,65003.34,17.67,medium
586,Argentina,Cassava,2004,100000,591,65003.34,18.11,medium
587,Argentina,Maize,2004,63931,591,65003.34,17.67,medium
588,Argentina,Maize,2004,63931,591,65003.34,18.11,medium
589,Argentina,Potatoes,2004,39530,591,65003.34,17.67,medium
590,Argentina,Potatoes,2004,39530,591,65003.34,18.11,medium
591,Argentina,"Rice, paddy",2004,62661,591,65003.34,17.67,medium
592,Argentina,"Rice, paddy",2004,62661,591,65003.34,18.11,medium
593,Argentina,Sorghum,2004,45531,591,65003.34,17.67,medium
594,Argentina,Sorghum,2004,45531,591,65003.34,18.11,medium
595,Argentina,Soybeans,2004,22075,591,65003.34,17.67,medium
596,Argentina,Soybeans,2004,22075,591,65003.34,18.11,medium
597,Argentina,Sweet potatoes,2004,154867,591,65003.34,17.67,medium
598,Argentina,Sweet potatoes,2004,154867,591,65003.34,18.11,medium
599,Argentina,Wheat,2004,25441,591,65003.34,17.67,medium
600,Argentina,Wheat,2004,25441,591,65003.34,18.11,medium
601,Argentina,Cassava,2005,100000,591,65437.73,17.32,medium
602,Argentina,Cassava,2005,100000,591,65437.73,17.83,medium
603,Argentina,Maize,2005,73587,591,65437.73,17.32,medium
604,Argentina,Maize,2005,73587,591,65437.73,17.83,medium
605,Argentina,Potatoes,2005,39530,591,65437.73,17.32,medium
606,Argentina,Potatoes,2005,39530,591,65437.73,17.83,medium
607,Argentina,"Rice, paddy",2005,60165,591,65437.73,17.32,medium
608,Argentina,"Rice, paddy",2005,60165,591,65437.73,17.83,medium
609,Argentina,Sorghum,2005,51872,591,65437.73,17.32,medium
610,Argentina,Sorghum,2005,51872,591,65437.73,17.83,medium
611,Argentina,Soybeans,2005,27287,591,65437.73,17.32,medium
612,Argentina,Soybeans,2005,27287,591,65437.73,17.83,medium
613,Argentina,Sweet potatoes,2005,154472,591,65437.73,17.32,medium
614,Argentina,Sweet potatoes,2005,154472,591,65437.73,17.83,medium
615,Argentina,Wheat,2005,26356,591,65437.73,17.32,medium
616,Argentina,Wheat,2005,26356,591,65437.73,17.83,medium
617,Argentina,Cassava,2006,100000,591,65872.12,18.1,medium
618,Argentina,Cassava,2006,100000,591,65872.12,18.35,medium
619,Argentina,Maize,2006,59030,591,65872.12,18.1,medium
620,Argentina,Maize,2006,59030,591,65872.12,18.35,medium
621,Argentina,Potatoes,2006,39530,591,65872.12,18.1,medium
622,Argentina,Potatoes,2006,39530,591,65872.12,18.35,medium
623,Argentina,"Rice, paddy",2006,70610,591,65872.12,18.1,medium
624,Argentina,"Rice, paddy",2006,70610,591,65872.12,18.35,medium
625,Argentina,Sorghum,2006,46778,591,65872.12,18.1,medium
626,Argentina,Sorghum,2006,46778,591,65872.12,18.35,medium
627,Argentina,Soybeans,2006,26793,591,65872.12,18.1,medium
628,Argentina,Soybeans,2006,26793,591,65872.12,18.35,medium
629,Argentina,Sweet potatoes,2006,143478,591,65872.12,18.1,medium
630,Argentina,Sweet potatoes,2006,143478,591,65872.12,18.35,medium
631,Argentina,Wheat,2006,25302,591,65872.12,18.1,medium
632,Argentina,Wheat,2006,25302,591,65872.12,18.35,medium
633,Argentina,Cassava,2007,100000,591,81582.64,16.71,medium
634,Argentina,Cassava,2007,100000,591,81582.64,17.14,medium
635,Argentina,Maize,2007,76655,591,81582.64,16.71,medium
636,Argentina,Maize,2007,76655,591,81582.64,17.14,medium
637,Argentina,Potatoes,2007,39530,591,81582.64,16.71,medium
638,Argentina,Potatoes,2007,39530,591,81582.64,17.14,medium
639,Argentina,"Rice, paddy",2007,65604,591,81582.64,16.71,medium
640,Argentina,"Rice, paddy",2007,65604,591,81582.64,17.14,medium
641,Argentina,Sorghum,2007,47021,591,81582.64,16.71,medium
642,Argentina,Sorghum,2007,47021,591,81582.64,17.14,medium
643,Argentina,Soybeans,2007,29712,591,81582.64,16.71,medium
644,Argentina,Soybeans,2007,29712,591,81582.64,17.14,medium
645,Argentina,Sweet potatoes,2007,141667,591,81582.64,16.71,medium
646,Argentina,Sweet potatoes,2007,141667,591,81582.64,17.14,medium
647,Argentina,Wheat,2007,26234,591,81582.64,16.71,medium
648,Argentina,Wheat,2007,26234,591,81582.64,17.14,medium
649,Argentina,Cassava,2008,100000,591,87149.01,17.71,medium
650,Argentina,Cassava,2008,100000,591,87149.01,18.39,medium
651,Argentina,Maize,2008,64525,591,87149.01,17.71,medium
652,Argentina,Maize,2008,64525,591,87149.01,18.39,medium
653,Argentina,Potatoes,2008,39530,591,87149.01,17.71,medium
654,Argentina,Potatoes,2008,39530,591,87149.01,18.39,medium
655,Argentina,"Rice, paddy",2008,68278,591,87149.01,17.71,medium
656,Argentina,"Rice, paddy",2008,68278,591,87149.01,18.39,medium
657,Argentina,Sorghum,2008,47474,591,87149.01,17.71,medium
658,Argentina,Sorghum,2008,47474,591,87149.01,18.39,medium
659,Argentina,Soybeans,2008,28216,591,87149.01,17.71,medium
660,Argentina,Soybeans,2008,28216,591,87149.01,18.39,medium
661,Argentina,Sweet potatoes,2008,145105,591,87149.01,17.71,medium
662,Argentina,Sweet potatoes,2008,145105,591,87149.01,18.39,medium
663,Argentina,Wheat,2008,28271,591,87149.01,17.71,medium
664,Argentina,Wheat,2008,28271,591,87149.01,18.39,medium
665,Argentina,Cassava,2009,101695,591,61586.56,18.16,medium
666,Argentina,Cassava,2009,101695,591,61586.56,18.09,medium
667,Argentina,Maize,2009,55760,591,61586.56,18.16,medium
668,Argentina,Maize,2009,55760,591,61586.56,18.09,medium
669,Argentina,Potatoes,2009,39530,591,61586.56,18.16,medium
670,Argentina,Potatoes,2009,39530,591,61586.56,18.09,medium
671,Argentina,"Rice, paddy",2009,68842,591,61586.56,18.16,medium
672,Argentina,"Rice, paddy",2009,68842,591,61586.56,18.09,medium
673,Argentina,Sorghum,2009,38752,591,61586.56,18.16,medium
674,Argentina,Sorghum,2009,38752,591,61586.56,18.09,medium
675,Argentina,Soybeans,2009,18480,591,61586.56,18.16,medium
676,Argentina,Soybeans,2009,18480,591,61586.56,18.09,medium
677,Argentina,Sweet potatoes,2009,151208,591,61586.56,18.16,medium
678,Argentina,Sweet potatoes,2009,151208,591,61586.56,18.09,medium
679,Argentina,Wheat,2009,19628,591,61586.56,18.16,medium
680,Argentina,Wheat,2009,19628,591,61586.56,18.09,medium
681,Argentina,Cassava,2010,101000,591,105915.04,17.33,medium
682,Argentina,Cassava,2010,101000,591,105915.04,17.84,medium
683,Argentina,Maize,2010,78040,591,105915.04,17.33,medium
684,Argentina,Maize,2010,78040,591,105915.04,17.84,medium
685,Argentina,Potatoes,2010,39530,591,105915.04,17.33,medium
686,Argentina,Potatoes,2010,39530,591,105915.04,17.84,medium
687,Argentina,"Rice, paddy",2010,57646,591,105915.04,17.33,medium
688,Argentina,"Rice, paddy",2010,57646,591,105915.04,17.84,medium
689,Argentina,Sorghum,2010,48163,591,105915.04,17.33,medium
690,Argentina,Sorghum,2010,48163,591,105915.04,17.84,medium
691,Argentina,Soybeans,2010,29053,591,105915.04,17.33,medium
692,Argentina,Soybeans,2010,29053,591,105915.04,17.84,medium
693,Argentina,Sweet potatoes,2010,149382,591,105915.04,17.33,medium
694,Argentina,Sweet potatoes,2010,149382,591,105915.04,17.84,medium
695,Argentina,Wheat,2010,27113,591,105915.04,17.33,medium
696,Argentina,Wheat,2010,27113,591,105915.04,17.84,medium
697,Argentina,Cassava,2011,100000,591,100424.62,17.58,new
698,Argentina,Cassava,2011,100000,591,100424.62,17.93,new
699,Argentina,Maize,2011,63503,591,100424.62,17.58,new
700,Argentina,Maize,2011,63503,591,100424.62,17.93,new
701,Argentina,Potatoes,2011,39530,591,100424.62,17.58,new
702,Argentina,Potatoes,2011,39530,591,100424.62,17.93,new
703,Argentina,"Rice, paddy",2011,67901,591,100424.62,17.58,new
704,Argentina,"Rice, paddy",2011,67901,591,100424.62,17.93,new
705,Argentina,Sorghum,2011,44029,591,100424.62,17.58,new
706,Argentina,Sorghum,2011,44029,591,100424.62,17.93,new
707,Argentina,Soybeans,2011,26053,591,100424.62,17.58,new
708,Argentina,Soybeans,2011,26053,591,100424.62,17.93,new
709,Argentina,Sweet potatoes,2011,148754,591,100424.62,17.58,new
710,Argentina,Sweet potatoes,2011,148754,591,100424.62,17.93,new
711,Argentina,Wheat,2011,35063,591,100424.62,17.58,new
712,Argentina,Wheat,2011,35063,591,100424.62,17.93,new
713,Argentina,Cassava,2012,100000,591,15373,18.18,new
714,Argentina,Cassava,2012,100000,591,15373,18.43,new
715,Argentina,Maize,2012,57346,591,15373,18.18,new
716,Argentina,Maize,2012,57346,591,15373,18.43,new
717,Argentina,Potatoes,2012,39530,591,15373,18.18,new
718,Argentina,Potatoes,2012,39530,591,15373,18.43,new
719,Argentina,"Rice, paddy",2012,66617,591,15373,18.18,new
720,Argentina,"Rice, paddy",2012,66617,591,15373,18.43,new
721,Argentina,Sorghum,2012,46534,591,15373,18.18,new
722,Argentina,Sorghum,2012,46534,591,15373,18.43,new
723,Argentina,Soybeans,2012,22814,591,15373,18.18,new
724,Argentina,Soybeans,2012,22814,591,15373,18.43,new
725,Argentina,Sweet potatoes,2012,148126,591,15373,18.18,new
726,Argentina,Sweet potatoes,2012,148126,591,15373,18.43,new
727,Argentina,Wheat,2012,32199,591,15373,18.18,new
728,Argentina,Wheat,2012,32199,591,15373,18.43,new
729,Argentina,Cassava,2013,99459,591,15373,16.45,new
730,Argentina,Cassava,2013,99459,591,15373,16.88,new
731,Argentina,Maize,2013,66037,591,15373,16.45,new
732,Argentina,Maize,2013,66037,591,15373,16.88,new
733,Argentina,Potatoes,2013,39530,591,15373,16.45,new
734,Argentina,Potatoes,2013,39530,591,15373,16.88,new
735,Argentina,"Rice, paddy",2013,67187,591,15373,16.45,new
736,Argentina,"Rice, paddy",2013,67187,591,15373,16.88,new
737,Argentina,Sorghum,2013,40852,591,15373,16.45,new
738,Argentina,Sorghum,2013,40852,591,15373,16.88,new
739,Argentina,Soybeans,2013,25391,591,15373,16.45,new
740,Argentina,Soybeans,2013,25391,591,15373,16.88,new
741,Argentina,Sweet potatoes,2013,147498,591,15373,16.45,new
742,Argentina,Sweet potatoes,2013,147498,591,15373,16.88,new
743,Argentina,Wheat,2013,26581,591,15373,16.45,new
744,Argentina,Wheat,2013,26581,591,15373,16.88,new
745,Armenia,Maize,1992,32344,562,8,7.44,old
746,Armenia,Potatoes,1992,111301,562,8,7.44,old
747,Armenia,Wheat,1992,21600,562,8,7.44,old
748,Armenia,Maize,1993,32261,562,8,7.69,old
749,Armenia,Potatoes,1993,134416,562,8,7.69,old
750,Armenia,Wheat,1993,22257,562,8,7.69,old
751,Armenia,Maize,1994,32667,562,23,8.84,old
752,Armenia,Potatoes,1994,131195,562,23,8.84,old
753,Armenia,Wheat,1994,17842,562,23,8.84,old
754,Armenia,Maize,1995,18261,562,23.9,9.76,old
755,Armenia,Potatoes,1995,131196,562,23.9,9.76,old
756,Armenia,Wheat,1995,25480,562,23.9,9.76,old
757,Armenia,Maize,1996,22239,562,32,9.55,old
758,Armenia,Potatoes,1996,129626,562,32,9.55,old
759,Armenia,Wheat,1996,23569,562,32,9.55,old
760,Armenia,Maize,1997,45548,562,41.46,9.1,old
761,Armenia,Potatoes,1997,109362,562,41.46,9.1,old
762,Armenia,Wheat,1997,17009,562,41.46,9.1,old
763,Armenia,Maize,1998,26082,562,50.92,10.28,old
764,Armenia,Potatoes,1998,134409,562,50.92,10.28,old
765,Armenia,Wheat,1998,20651,562,50.92,10.28,old
766,Armenia,Maize,1999,40303,562,60.38,10.11,old
767,Armenia,Potatoes,1999,130618,562,60.38,10.11,old
768,Armenia,Wheat,1999,19466,562,60.38,10.11,old
769,Armenia,Maize,2000,23178,562,69.85,9.68,old
770,Armenia,Potatoes,2000,87349,562,69.85,9.68,old
771,Armenia,Wheat,2000,16679,562,69.85,9.68,old
772,Armenia,Maize,2001,37913,562,79.31,10.18,medium
773,Armenia,Potatoes,2001,114619,562,79.31,10.18,medium
774,Armenia,Wheat,2001,22263,562,79.31,10.18,medium
775,Armenia,Maize,2002,37380,562,88.77,9.41,medium
776,Armenia,Potatoes,2002,122814,562,88.77,9.41,medium
777,Armenia,Wheat,2002,23877,562,88.77,9.41,medium
778,Armenia,Maize,2004,61791,562,204.77,9.55,medium
779,Armenia,Potatoes,2004,161509,562,204.77,9.55,medium
780,Armenia,Wheat,2004,23416,562,204.77,9.55,medium
781,Armenia,Maize,2005,44692,562,220.51,9.58,medium
782,Armenia,Potatoes,2005,164459,562,220.51,9.58,medium
783,Armenia,Wheat,2005,20252,562,220.51,9.58,medium
784,Armenia,Maize,2006,33271,562,227.55,9.89,medium
785,Armenia,Potatoes,2006,163418,562,227.55,9.89,medium
786,Armenia,Wheat,2006,14627,562,227.55,9.89,medium
787,Armenia,Maize,2007,53262,562,241.71,9.44,medium
788,Armenia,Potatoes,2007,184719,562,241.71,9.44,medium
789,Armenia,Wheat,2007,25837,562,241.71,9.44,medium
790,Armenia,Maize,2008,53424,562,218.2,9.51,medium
791,Armenia,Potatoes,2008,189096,562,218.2,9.51,medium
792,Armenia,Wheat,2008,24322,562,218.2,9.51,medium
793,Armenia,Maize,2009,57763,562,198.36,9.67,medium
794,Armenia,Potatoes,2009,185496,562,198.36,9.67,medium
795,Armenia,Wheat,2009,22374,562,198.36,9.67,medium
796,Armenia,Maize,2010,46724,562,278.72,11.31,medium
797,Armenia,Potatoes,2010,170146,562,278.72,11.31,medium
798,Armenia,Wheat,2010,21192,562,278.72,11.31,medium
799,Armenia,Maize,2011,54257,562,278.72,8.93,new
800,Armenia,Potatoes,2011,194426,562,278.72,8.93,new
801,Armenia,Wheat,2011,28800,562,278.72,8.93,new
802,Armenia,Maize,2012,62215,562,278.72,10.2,new
803,Armenia,Potatoes,2012,207151,562,278.72,10.2,new
804,Armenia,Wheat,2012,26010,562,278.72,10.2,new
805,Armenia,Maize,2013,67114,562,278.72,11.08,new
806,Armenia,Potatoes,2013,215290,562,278.72,11.08,new
807,Armenia,Wheat,2013,31273,562,278.72,11.08,new
808,Australia,Maize,1990,41821,534,17866,16.8,old
809,Australia,Maize,1990,41821,534,17866,20.06,old
810,Australia,Maize,1990,41821,534,17866,12.11,old
811,Australia,Maize,1990,41821,534,17866,14.16,old
812,Australia,Maize,1990,41821,534,17866,18.05,old
